PSMILES,labels.Exp_Tg(K),meta.reliability
[*]C(=O)Nc1cc(NC(=O)c2cc([*])cc(OCCCS(=O)(=O)c3ccc(/N=N/c4ccc(N(C)C)cc4)cc3)c2)cc(C(=O)OCCCN(C)c2ccc(/N=N/c3ccc(S(C)(=O)=O)cc3)cc2)c1,439.15,black
[*]C(=O)Nc1ccc(-c2ccc(NC(=O)N3CC(C)N([*])CC3C)cc2)cc1,523.15,black
[*]C(=O)Nc1ccc(-c2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccc(NC(=O)C(C)N5C(=O)c6ccccc6C5=O)cc4)c3)cc2)cc1,475.15,black
[*]C(=O)Nc1ccc(-c2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccncc4)c3)cc2)cc1,612.15,black
[*]C(=O)Nc1ccc(-c2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(-c6ccc(NC(=O)c7cc([*])cc(C(C)(C)C)c7)cc6)cc5C(F)(F)F)cc4)cc3)c(C(F)(F)F)c2)cc1,521.65,black
[*]C(=O)Nc1ccc(-c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(-c6ccc(NC(=O)c7cc([*])cc(C(C)(C)C)c7)cc6)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c2)cc1,524.65,black
[*]C(=O)Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(NC(=O)c8cc([*])cc(C(C)(C)C)c8)cc7)cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,551.15,black
[*]C(=O)Nc1ccc(-c2nnc(-c3ccc(NC(=O)c4cc([*])cc(NC(=O)c5ccc(OC(C)=O)cc5)c4)cc3)o2)cc1,553.15,black
[*]C(=O)Nc1ccc(C(=O)c2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,544.15,black
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,557.25,black
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)(P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)cc1,508.15,black
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCCCN4C(=O)c5ccccc5C4=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,498.15,black
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCN4C(=O)c5ccccc5C4=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,513.15,black
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc(C)c(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6cc([*])ccc6C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,566.65,black
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6ccc([*])cc6C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,617.15,black
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc([*])c(C)c3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,628.15,black
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6cccc([*])c6C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3C)cc2)(C(F)(F)F)C(F)(F)F)cc1,523.15,black
[*]C(=O)Nc1ccc(C)c(NC(=O)c2cc([*])cc(NC(=O)C(C(C)CC)N3C(=O)c4ccccc4C3=O)c2)c1,439.15,black
[*]C(=O)Nc1ccc(C2(c3ccc(NC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1,557.15,black
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)C(C(C)CC)N4C(=O)c5ccccc5C4=O)c3)cc2)cc1,468.15,black
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCCCCCCCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,423.15,black
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,468.15,black
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,493.15,black
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,508.15,black
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccc(NC(=O)C(CC(C)C)N5C(=O)c6ccccc6C5=O)cc4)c3)cc2)cc1,511.15,black
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccccc4)c3)cc2)cc1,558.15,black
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccncc4)c3)cc2)cc1,575.15,black
[*]C(=O)Nc1ccc(NC(=O)c2cc(-c3ccc(C(=O)O)c([*])c3)ccc2C(=O)O)cc1,521.55,black
[*]C(=O)Nc1ccc(NC(=O)c2cc(-c3ccc(C(=O)OC)c([*])c3)ccc2C(=O)OC)cc1,507.35,black
[*]C(=O)Nc1ccc(NC(=O)c2cc(-c3ccc(C(=O)OCC)c([*])c3)ccc2C(=O)OCC)cc1,504.85,black
[*]C(=O)Nc1ccc(NC(=O)c2cc([*])c(C(=O)O)cc2C(=O)O)cc1,556.55,black
[*]C(=O)Nc1ccc(NC(=O)c2cc([*])cc(NC(=O)c3ccccc3)c2)cc1,594.15,black
[*]C(=O)Nc1ccc(NC(=O)c2cc([*])cc(NC(=O)c3ccncc3)c2)cc1,600.15,black
[*]C(=O)Nc1ccc(OCCCCCCOc2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,439.15,black
[*]C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(NC(=O)c6ccc(OC(C)=O)cc6)c5)cc4)cc3)cc2)cc1,525.15,black
[*]C(=O)Nc1ccc(Oc2ccc(-c3nnc(-c4ccc(Oc5ccc(NC(=O)c6cc([*])cc(NC(=O)c7ccc(OC(C)=O)cc7)c6)cc5)cc4)o3)cc2)cc1,543.15,black
[*]C(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(C(C)(C)C)c5)cc4)cc3)cc2)cc1,517.15,black
[*]C(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(NC(=O)c6ccc(OC(C)=O)cc6)c5)cc4)cc3)cc2)cc1,516.15,black
[*]C(=O)Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(NC(=O)c5cc(C(c6ccc(C(=O)O)c([*])c6)(C(F)(F)F)C(F)(F)F)ccc5C(=O)O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,533.15,black
[*]C(=O)Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(C(C)(C)C)c5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,528.65,black
[*]C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6cc([*])cc(C(C)(C)C)c6)cc5)cc4)CC4CCC3C4)cc2)cc1,545.15,black
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)NC3CC(C)(C)CC(C)(CNC(=O)Nc4ccc(Oc5ccc(NC(=O)C(CC(C)C)n6c(=O)c7cc8c(=O)n(C([*])CC(C)C)c(=O)c8cc7c6=O)cc5)cc4)C3)cc2)cc1,420.65,black
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)Nc3ccc(Cc4ccc(NC(=O)Nc5ccc(Oc6ccc(NC(=O)C(CC(C)C)n7c(=O)c8cc9c(=O)n(C([*])CC(C)C)c(=O)c9cc8c7=O)cc6)cc5)cc4)cc3)cc2)cc1,454.55,black
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])c(C(=O)O)cc3C(=O)O)cc2)cc1,480.55,black
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])c(C(=O)OCC)cc3C(=O)OCC)cc2)cc1,481.2,black
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,541.15,black
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCCCCCCCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,433.15,black
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,473.15,black
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,498.15,black
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,513.15,black
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccc(OC(C)=O)cc4)c3)cc2)cc1,546.15,black
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccccc4)c3)cc2)cc1,567.65,black
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccncc4)c3)cc2)cc1,578.15,black
[*]C(=O)Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)cc2)cc1,468.65,black
[*]C(=O)Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4cc([*])cc(NC(=O)c5ccc(OC(C)=O)cc5)c4)cc3)cc2)cc1,524.15,black
[*]C(=O)Nc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(NC(=O)c5cc([*])cc(C(C)(C)C)c5)cc4)cc3)cc2)cc1,503.15,black
[*]C(=O)Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(C(C)(C)C)c5)cc4)cc3)cc2)cc1,505.65,black
[*]C(=O)Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(NC(=O)c6ccc(OC(C)=O)cc6)c5)cc4)cc3)cc2)cc1,536.15,black
[*]C(=O)Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(NC(=O)c6ccncc6)c5)cc4)cc3)cc2)cc1,556.15,black
[*]C(=O)Nc1ccc(Oc2ccc3cccc(Oc4ccc(NC(=O)c5cc([*])cc(C(C)(C)C)c5)cc4)c3c2)cc1,536.15,black
[*]C(=O)Nc1ccc(Oc2cccc(NC(=O)c3cc([*])cc(NC(=O)c4ccc(OC(C)=O)cc4)c3)c2)cc1,524.15,black
[*]C(=O)Nc1ccc(Oc2cccc(Oc3ccc(NC(=O)c4cc([*])cc(NC(=O)c5ccc(OC(C)=O)cc5)c4)cc3)c2)cc1,503.15,black
[*]C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccc(NC(=O)C(C)N5C(=O)c6ccccc6C5=O)cc4)c3)cc2)cc1,481.15,black
[*]C(=O)Nc1cccc(NC(=O)c2cc([*])cc(NC(=O)C(CCSC)N3C(=O)c4ccccc4C3=O)c2)c1,469.15,black
[*]C(=O)Nc1cccc(NC(=O)c2cc([*])cc(NC(=O)c3ccccc3)c2)c1,573.15,black
[*]C(=O)Nc1cccc(NC(=O)c2cc([*])cc(NC(=O)c3ccncc3)c2)c1,594.15,black
[*]C(=O)Nc1cccc(Oc2ccc(-c3nnc(-c4ccc(Oc5cccc(NC(=O)c6cc([*])cc(NC(=O)c7ccc(OC(C)=O)cc7)c6)c5)cc4)o3)cc2)c1,543.15,black
[*]C(=O)Nc1cccc(Oc2cccc(Oc3cccc(NC(=O)c4cc(Oc5ccc(C(=O)O)c([*])c5)ccc4C(=O)O)c3)c2)c1,449.55,black
[*]C(=O)Nc1cccc2c(NC(=O)c3cc([*])cc(NC(=O)C(CCSC)N4C(=O)c5ccccc5C4=O)c3)cccc12,471.15,black
[*]C(=O)Nc1cccc2c(NC(=O)c3ccc(C)c(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6cc([*])ccc6C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)cccc12,523.15,black
[*]C(=O)OCC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)N1CC(C)N([*])CC1C,358.15,black
[*]C(=O)OCC(COc1ccc(/N=N/c2ccc(C#N)cc2)cc1)OC(=O)c1cc(C)ccc1[*],397.15,black
[*]C(=O)OCC(COc1ccc(/N=N/c2ccc(C#N)cc2)cc1)OC(=O)c1cc([*])cc(C(C)(C)C)c1,410.15,black
[*]C(=O)OCC(COc1ccc(/N=N/c2ccc(C#N)cc2)cc1)OC(=O)c1ccc([*])cc1OC,393.15,black
[*]C(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cc([*])cc(OCCCCC)c1,243.15,black
[*]C(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(OCCCCC)c([*])c1,282.15,black
[*]C(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc([*])c1OCCCCC,290.15,black
[*]C(=O)OCC(F)(F)OC(F)(F)COC(=O)c1cc([*])cc(OCCCCC)c1,287.15,black
[*]C(=O)OCCCCCCCCCCCOc1ccc(-c2ccc(OCCCCCCCCCCCOC(=O)c3cc([*])cc(OCCCCCCCCCCOc4ccc(/N=N/c5ccc(OC)cc5)cc4)c3)cc2)cc1,326.15,black
[*]C(=O)OCCCCCCCCCCCOc1ccc(-c2ccc(OCCCCCCCCCCCOC(=O)c3cc([*])cc(OCCCCCCCCOc4ccc(/N=N/c5ccc(OC)cc5)cc4)c3)cc2)cc1,333.15,black
[*]C(=O)OCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(CCCCCCOC(=O)c4cc([*])cc(OCCCCCCOc6ccc(/N=N/c7ccc(C#N)cc7)cc6)c4)C5=O)cc3)cc2C1=O,340.15,black
[*]C(=O)OCCCCCCN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(CCCCCCOC(=O)c3cc([*])cc(OCCCCCCOc5ccc(/N=N/c6ccc(C#N)cc6)cc5)c3)C4=O)cc2C1=O,366.15,black
[*]C(=O)OCCCCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(CCCCCCOC(=O)c3cc([*])cc(OCCCCCCOc5ccc(/N=N/c6ccc(C#N)cc6)cc5)c3)C4=O)cc2C1=O,334.15,black
[*]C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(OCCCCCCOC(=O)C([*])CCCCCCCCCCP(=O)(OCC)OCC)cc2)cc1,282.15,black
[*]C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(OCCCCCCOC(=O)C([*])CCCCCCP(=O)(OCC)OCC)cc2)cc1,282.15,black
[*]C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(OCCCCCCOC(=O)C([*])CCCCCP(=O)(OCC)OCC)cc2)cc1,280.15,black
[*]C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(OCCCCCCOC(=O)C([*])CCCCP(=O)(OCC)OCC)cc2)cc1,277.15,black
[*]C(=O)OCCCCCCn1c(=O)c2cc3c(=O)n(CCCCCCOC(=O)c4cc([*])cc(OCCCCCCOc5ccc(/N=N/c6ccc(C#N)cc6)cc5)c4)c(=O)c3cc2c1=O,319.15,black
[*]C(=O)OCCN(CCOC(=O)c1cc([*])cc(OCCN(C)c2ccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c1)c1ccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,356.15,black
[*]C(=O)OCCN(CCOC(=O)c1cc([*])cc(OCCN(C)c2ccc(S(=O)(=O)CCCCCCCC)cc2)c1)c1ccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,353.15,black
[*]C(=O)OCCN(CCOC(=O)c1cc([*])cc(OCc2c(F)c(F)c(OC)c(F)c2F)c1)c1ccc(/C=C/c2ccc(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(c3ccccc3)C(F)(F)F)s2)cc1,413.15,black
[*]C(=O)OCCN(CCOC(=O)c1ccc([*])cc1OCCC)c1ccc(-c2nc3ccc([N+](=O)[O-])cc3o2)cc1,392.15,black
[*]C(=O)OCCN(CCOC(=O)c1ccc([*])cc1OCCC)c1ccc(/N=N/c2ccc(-c3nc4cc([N+](=O)[O-])ccc4[nH]3)cc2)cc1,425.15,black
[*]C(=O)OCCN(CCOC(=O)c1ccc([*])cc1OCCC)c1ccc(/N=N/c2ccc(-c3nc4ccccc4o3)cc2)cc1,390.15,black
[*]C(=O)OCCN(CCOC(=O)c1ccc([*])cc1OCCC)c1ccc(/N=N/c2nc(C#N)c(C#N)[nH]2)cc1,425.15,black
[*]C(=O)OCCN(CCOC(=O)c1ccc([*])cc1OCCC)c1ccc(C=C(C#N)C#N)cc1,367.15,black
[*]C(=O)OCCN(CCOC(=O)c1ccc([*])cc1OCCCCC)c1ccc(/N=N/c2nc(C#N)c(C#N)[nH]2)cc1,404.15,black
[*]C(=O)OCCOC(=O)c1cc([*])cc(C(C)(C)C)c1,367.15,black
[*]C(=O)OCCOC(=O)c1ccc(-c2ccc([*])cc2C)c(C)c1,346.15,black
[*]C(=O)OCCOCCOC(=O)C([*])C,244.15,black
[*]C(=O)OCCOCCOC(=O)C([*])CCC,235.15,black
[*]C(=O)OCCOCCOC(=O)C([*])CCCCC,226.15,black
[*]C(=O)OCCOCCOC(=O)C([*])CCCCCCC,215.15,black
[*]C(=O)OCCOCCOC(=O)C([*])CCCCCCCCC,214.15,black
[*]C(=O)OCCOCCOCCOCCOCCOCCOC(=O)c1cc([*])cc(OCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c1,285.65,black
[*]C(=O)Oc1cc(OCCOC)c(OC(=O)c2ccc([*])cc2OCCOCC)cc1OCCOC,372.15,black
[*]C(=O)Oc1ccc(-c2ccc(OC(=O)c3cc(OCCCCCC)c([*])cc3OCCCCCC)cc2)cc1,386.15,black
[*]C(=O)Oc1ccc(-c2ccc(OC(=O)c3cc([*])cc(CCCCC)c3)cc2)cc1,411.15,black
[*]C(=O)Oc1ccc(C(c2ccc(OC(=O)c3ccc(C)c(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6cc([*])ccc6C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,562.15,black
[*]C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)OC(=O)c3ccccc32)cc1,552.15,black
[*]C(=O)Oc1ccc(Cc2ccc(OC(=O)c3cc([*])cc(OCCCCC)c3)cc2)cc1,383.15,black
[*]C(=O)Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCC)c([*])cc2OCCCCCCCCCCCC)cc1-c1ccccc1,369.15,black
[*]C(=O)Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCC)c([*])cc2OCCCCCCCCCCCC)cc1C,385.15,black
[*]C(=O)Oc1ccc(OC(=O)c2ccc([*])cc2Oc2ccc(C(C)(C)c3ccccc3)cc2)cc1,366.15,black
[*]C(=O)Oc1ccc(OC(=O)c2ccc([*])cc2Sc2ccc(C)cc2)cc1,407.15,black
[*]C(=O)Oc1ccc(OCCCCOc2ccc(OC(=O)c3ccc([*])cc3C(=O)OCC=C)cc2)cc1,329.15,black
[*]C(=O)Oc1ccc(OCCOc2ccc(OC(=O)c3ccc([*])cc3OCCCCC)cc2)cc1,368.15,black
[*]C(=O)Oc1ccc(Oc2ccc(OC(=O)c3cc([*])cc(OCCCCC)c3)cc2)cc1,399.15,black
[*]C(=O)Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3cc([*])cc(CCCCC)c3)cc2)cc1,443.15,black
[*]C(=O)Oc1ccc([*])cc1CCCCC,323.15,black
[*]C(=O)Oc1cccc(OC(=O)c2cc([*])cc(OCCCCC)c2)c1,369.15,black
[*]C(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(=O)C(C)C([*])C,318.15,black
[*]C(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(=O)C(CC)C([*])CC,296.15,black
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(-c4ccc(Oc5ccc([*])cc5)cc4)cc3)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1-c1ccc(F)cc1,548.15,black
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(-c4ccc(Oc5ccc([*])cc5)cc4)cc3)cc2)c(-c2ccccc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccccc1,563.15,black
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(C(c4ccc(Oc5ccc([*])cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1-c1ccc(F)cc1,526.15,black
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(C(c4ccc(Oc5ccc([*])cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)c(-c2ccccc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccccc1,548.15,black
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc([*])cc6)cc5)c5ccccc5-c5ccccc54)cc3)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1-c1ccc(F)cc1,566.15,black
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc([*])cc6)cc5)c5ccccc5-c5ccccc54)cc3)cc2)c(-c2ccccc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccccc1,583.15,black
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(Oc4ccc([*])cc4)cc3)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1-c1ccc(F)cc1,539.15,black
[*]C(=O)c1c(F)c(F)c(Oc2ccc(C(c3ccc(Oc4c(F)c(F)c([*])c(F)c4F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(F)c1F,422.15,black
[*]C(=O)c1c(F)c(F)c(Oc2ccc(C3(c4ccc(Oc5c(F)c(F)c([*])c(F)c5F)cc4)c4ccccc4-c4ccccc43)cc2)c(F)c1F,496.15,black
[*]C(=O)c1cc(Br)cc(C(=O)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc([*])cc5)cc4)cc3)cc2)c1,465.15,black
[*]C(=O)c1cc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)(C(F)(F)F)C(F)(F)F)cc2)C3=O)cc(-c2ccccc2)c1,533.65,black
[*]C(=O)c1cc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc(-c2ccccc2)c1,531.65,black
[*]C(=O)c1cc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc5)cc4)cc2)C3=O)cc(-c2ccccc2)c1,529.65,black
[*]C(=O)c1cc(C(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)cc(-c2ccccc2)c1,539.65,black
[*]C(=O)c1cc(I)cc(C(=O)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc([*])cc5)cc4)cc3)cc2)c1,476.15,black
[*]C(=O)c1cc2c(cc1Cl)C(=O)N(c1cc(Cl)c(N3C(=O)c4cc([*])c(Cl)cc4C3=O)cc1Cl)C2=O,640.15,black
[*]C(=O)c1cc2c(cc1Cl)C(=O)N(c1cc(Cl)cc(N3C(=O)c4cc([*])c(Cl)cc4C3=O)c1)C2=O,584.15,black
[*]C(=O)c1cc2c(cc1Cl)C(=O)N(c1cc(N3C(=O)c4cc([*])c(Cl)cc4C3=O)cc(C(F)(F)F)c1)C2=O,578.15,black
[*]C(=O)c1cc2c(cc1Cl)C(=O)N(c1cccc(N3C(=O)c4cc([*])c(Cl)cc4C3=O)c1)C2=O,586.15,black
[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(-c5[nH]c(-c6ccccc6)nc5-c5ccc(Oc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,531.15,black
[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(-c5nc(-c6ccc(-c7nc(-c8ccc(Oc9ccc([*])cc9)cc8)c(-c8ccccc8)[nH]7)cc6)[nH]c5-c5ccccc5)cc4)cc3)cc2)cc1,546.15,black
[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(-c5nc(-c6cccc(-c7nc(-c8ccc(Oc9ccc([*])cc9)cc8)c(-c8ccccc8)[nH]7)c6)[nH]c5-c5ccccc5)cc4)cc3)cc2)cc1,549.15,black
[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(Oc5ccc([*])cc5)cc4-c4ccccc4)cc3)cc2)cc1,459.15,black
[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,480.15,black
[*]C(=O)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc([*])cc5)c(=O)c4cc3c2=O)cc1,697.15,black
[*]C(=O)c1ccc(-n2nc(-c3ccc(Oc4ccc(-c5nn(-c6ccc([*])cc6)c(=O)c6ccccc56)cc4)cc3)c3ccccc3c2=O)cc1,574.15,black
[*]C(=O)c1ccc(-n2nc(-c3ccc(Oc4ccc([*])cc4)c(Br)c3)c3ccccc3c2=O)cc1,527.15,black
[*]C(=O)c1ccc(-n2nc(-c3ccc(Oc4ccc([*])cc4)cc3)c3ccccc3c2=O)cc1,536.15,black
[*]C(=O)c1ccc(-n2nc(-c3ccc(Oc4ccc([*])cc4)cc3F)c3ccccc3c2=O)cc1,526.15,black
